startingAirport,destinationAirport,baseFare,totalFare,seatsRemaining,segmentsAirlineName,segmentsDurationInSeconds,segmentsDistance
ATL,BOS,217.67,248.6,9,Delta,8940,947
ATL,BOS,217.67,248.6,4,Delta,9000,947
ATL,BOS,217.67,248.6,9,Delta,9000,947
ATL,BOS,217.67,248.6,8,Delta,9120,947
ATL,BOS,217.67,248.6,9,Delta,9240,947
ATL,BOS,292.09,328.6,9,Delta,9120,947
ATL,BOS,357.21,398.6,9,Delta,9180,947
ATL,BOS,357.21,398.6,2,Delta,9300,947
ATL,CLT,357.21,398.6,6,American Airlines,4080,228
ATL,CLT,357.21,398.6,6,Delta,4200,228
ATL,CLT,357.21,398.6,9,Delta,4260,228
ATL,CLT,357.21,398.6,9,Delta,4260,228
ATL,CLT,357.21,398.6,4,Delta,4380,228
ATL,CLT,357.21,398.6,9,Delta,4440,228
ATL,CLT,357.21,398.6,3,Delta,4440,228
ATL,CLT,357.21,398.6,4,Delta,4620,228
ATL,CLT,357.21,398.6,7,American Airlines,4860,228
ATL,CLT,357.21,398.6,1,American Airlines,4920,228
ATL,CLT,357.21,398.6,3,American Airlines,5160,228
ATL,CLT,357.21,398.6,4,American Airlines,5400,228
ATL,CLT,506.98,559.6,1,American Airlines,5160,228
ATL,DEN,262.33,296.61,9,Delta,11520,1207
ATL,DEN,262.33,296.61,9,Delta,11640,1207
ATL,DEN,262.33,296.61,2,Delta,11820,1207
ATL,DEN,262.33,296.61,9,Delta,11820,1207
ATL,DEN,262.33,296.61,5,United,11820,1207
ATL,DEN,262.33,296.61,9,Delta,11880,1207
ATL,DEN,262.33,296.61,9,Delta,11940,1207
ATL,DEN,262.33,296.61,3,Delta,12000,1207
ATL,DEN,262.33,296.61,9,Delta,12060,1207
ATL,DEN,262.33,296.61,5,United,12060,1207
ATL,DEN,262.33,296.61,1,United,12300,1207
ATL,DFW,174.88,202.6,9,Delta,7980,725
ATL,DFW,174.88,202.6,1,Delta,8100,725
ATL,DFW,174.88,202.6,9,Delta,8160,725
ATL,DFW,174.88,202.6,8,Delta,8160,725
ATL,DFW,174.88,202.6,1,Delta,8280,725
ATL,DFW,174.88,202.6,4,Delta,8460,725
ATL,DFW,174.88,202.6,9,Delta,8460,725
ATL,DFW,174.88,202.6,6,Delta,8520,725
ATL,DFW,174.88,202.6,9,Delta,8520,725
ATL,DFW,174.88,202.6,7,American Airlines,8580,725
ATL,DFW,174.88,202.6,7,American Airlines,8940,725
ATL,DFW,174.88,202.6,3,American Airlines,9000,725
ATL,DFW,174.88,202.6,7,American Airlines,9060,725
ATL,DFW,174.88,202.6,7,American Airlines,9300,725
ATL,DFW,221.4,252.61,9,Delta,8580,725
ATL,DFW,227.91,259.6,2,American Airlines,9180,725
ATL,DFW,245.58,278.6,3,Delta,8160,725
ATL,DFW,292.09,328.6,2,Delta,8460,725
ATL,DTW,450.23,498.6,9,Delta,6660,604
ATL,DTW,450.23,498.6,9,Delta,6720,604
ATL,DTW,450.23,498.6,9,Delta,6720,604
ATL,DTW,450.23,498.6,9,Delta,6780,604
ATL,DTW,450.23,498.6,9,Delta,6780,604
ATL,DTW,450.23,498.6,9,Delta,6840,604
ATL,DTW,450.23,498.6,9,Delta,6840,604
ATL,DTW,450.23,498.6,9,Delta,6900,604
ATL,EWR,171.16,198.6,7,JetBlue Airways,7740,762
ATL,EWR,175.81,203.6,9,Delta,6960,762
ATL,EWR,175.81,203.6,5,Delta,7260,762
ATL,EWR,175.81,203.6,7,Delta,7440,762
ATL,EWR,175.81,203.6,5,Delta,7500,762
ATL,EWR,175.81,203.6,9,Delta,7620,762
ATL,EWR,175.81,203.6,5,Delta,7740,762
ATL,EWR,175.81,203.6,6,Delta,7860,762
ATL,EWR,199.07,228.6,7,American Airlines,7740,762
ATL,EWR,222.33,253.61,1,United,8280,762
ATL,EWR,222.33,253.61,1,United,8340,762
ATL,EWR,222.33,253.61,2,United,8580,762
ATL,EWR,222.33,253.61,1,United,9300,762
ATL,EWR,245.58,278.6,5,Delta,7500,762
ATL,EWR,245.58,278.6,9,Delta,7560,762
ATL,IAD,226.98,258.6,1,United,6480,541
ATL,IAD,338.6,378.6,1,United,6660,541
ATL,IAD,338.6,378.6,1,United,6660,541
ATL,IAD,413.02,458.6,1,United,6660,541
ATL,IAD,450.23,498.6,8,Delta,5820,541
ATL,IAD,450.23,498.6,5,Delta,5880,541
ATL,JFK,171.16,198.6,7,JetBlue Airways,8100,762
ATL,JFK,171.16,198.6,5,Delta,8280,762
ATL,JFK,171.16,198.6,7,JetBlue Airways,8580,762
ATL,JFK,194.42,223.6,6,American Airlines,8100,762
ATL,JFK,194.42,223.6,6,American Airlines,8580,762
ATL,JFK,227.91,259.6,7,Delta,8220,762
ATL,JFK,245.58,278.6,3,Delta,8100,762
ATL,JFK,301.4,338.61,2,Delta,8220,762
ATL,JFK,329.3,368.6,3,Delta,8220,762
ATL,JFK,431.63,478.6,1,Delta,8280,762
ATL,LAX,450.23,498.6,9,Delta,16980,1919
ATL,LAX,450.23,498.6,9,Delta,16980,1919
ATL,LAX,450.23,498.6,9,Delta,17460,1919
ATL,LAX,543.26,598.61,7,Alaska Airlines,17460,1943
ATL,LAX,543.26,598.61,7,American Airlines,17460,1943
ATL,LAX,543.26,598.61,9,Delta,17760,1943
ATL,LAX,543.26,598.61,9,Delta,17760,1943
ATL,LAX,543.26,598.61,9,Delta,17820,1943
ATL,LAX,543.26,598.61,9,Delta,17820,1943
ATL,LAX,543.26,598.61,7,Delta,17820,1943
ATL,LAX,543.26,598.61,2,Delta,17880,1943
ATL,LAX,543.26,598.61,9,Delta,17880,1943
ATL,LAX,543.26,598.61,9,Delta,18000,1943
ATL,LAX,543.26,598.61,9,Delta,18000,1943
ATL,LAX,543.26,598.61,7,Delta,18000,1943
ATL,LAX,543.26,598.61,5,Delta,18120,1943
ATL,LGA,171.16,198.6,9,Delta,7800,762
ATL,LGA,171.16,198.6,1,Delta,7980,762
ATL,LGA,171.16,198.6,9,Delta,8040,762
ATL,LGA,171.16,198.6,9,Delta,8100,762
ATL,LGA,171.16,198.6,2,American Airlines,8160,762
ATL,LGA,171.16,198.6,2,JetBlue Airways,8160,762
ATL,LGA,171.16,198.6,9,Delta,8160,762
ATL,LGA,171.16,198.6,7,JetBlue Airways,8340,762
ATL,LGA,171.16,198.6,9,Delta,8340,762
ATL,LGA,171.16,198.6,7,American Airlines,8340,762
ATL,LGA,171.16,198.6,1,American Airlines,8520,762
ATL,LGA,171.16,198.6,1,JetBlue Airways,8520,762
ATL,LGA,213.95,244.6,5,Delta,7860,762
ATL,LGA,213.95,244.6,1,Delta,7920,762
ATL,LGA,213.95,244.6,4,Delta,8040,762
ATL,LGA,213.95,244.6,1,Delta,8160,762
ATL,LGA,213.95,244.6,3,Delta,8220,762
ATL,LGA,227.91,259.6,7,American Airlines,7620,762
ATL,LGA,227.91,259.6,7,JetBlue Airways,7620,762
ATL,LGA,254.88,288.6,6,Delta,7920,762
ATL,LGA,254.88,288.6,1,Delta,7920,762
ATL,MIA,152.56,178.6,3,American Airlines,6480,596
ATL,MIA,152.56,178.6,7,American Airlines,6720,596
ATL,MIA,152.56,178.6,7,American Airlines,7020,596
ATL,MIA,152.56,178.6,5,American Airlines,7260,596
ATL,MIA,171.16,198.6,1,American Airlines,7080,596
ATL,MIA,217.67,248.6,9,Delta,6540,596
ATL,MIA,217.67,248.6,2,Delta,6720,596
ATL,MIA,282.79,318.6,3,American Airlines,7200,596
ATL,MIA,292.09,328.6,5,Delta,6420,596
ATL,MIA,292.09,328.6,5,Delta,6480,596
ATL,MIA,292.09,328.6,4,Delta,6540,596
ATL,MIA,292.09,328.6,1,Delta,6660,596
ATL,MIA,292.09,328.6,8,Delta,6780,596
ATL,MIA,292.09,328.6,3,Delta,6900,596
ATL,MIA,385.12,428.6,7,Delta,6780,596
ATL,ORD,163.72,190.6,9,Delta,6900,600
ATL,ORD,163.72,190.6,1,Delta,7560,600
ATL,ORD,163.72,190.6,1,American Airlines,8100,600
ATL,ORD,174.88,202.6,1,United,7800,600
ATL,ORD,189.77,218.6,2,Delta,7200,600
ATL,ORD,189.77,218.6,3,Delta,7440,600
ATL,ORD,227.91,259.6,7,American Airlines,7860,600
ATL,ORD,236.28,268.6,2,Delta,6840,600
ATL,ORD,236.28,268.6,2,Delta,7560,600
ATL,ORD,245.58,278.6,1,United,7200,600
ATL,ORD,245.58,278.6,1,United,7200,600
ATL,ORD,273.49,308.6,2,Delta,7380,600
ATL,ORD,292.09,328.6,1,United,8100,600
ATL,PHL,264.19,298.6,1,Delta,7080,667
ATL,PHL,305.12,342.6,1,American Airlines,7440,667
ATL,PHL,413.02,458.6,2,Delta,6960,667
ATL,PHL,413.02,458.6,1,American Airlines,7380,667
ATL,PHL,636.28,698.6,2,Delta,6960,667
ATL,PHL,636.28,698.6,5,Delta,7020,667
ATL,PHL,636.28,698.6,3,Delta,7320,667
ATL,SFO,506.05,558.6,6,Delta,19140,2135
ATL,SFO,506.05,558.6,7,Delta,19200,2135
BOS,ATL,357.21,398.6,6,Delta,10320,947
BOS,ATL,357.21,398.6,5,Delta,10440,947
BOS,ATL,357.21,398.6,1,Delta,10740,947
BOS,ATL,431.63,478.6,2,Delta,10200,947
BOS,ATL,552.56,608.6,7,Delta,10200,947
BOS,ATL,729.3,798.6,4,Delta,10260,947
BOS,CLT,236.28,268.6,2,Delta,9300,728
BOS,CLT,265.12,299.6,7,JetBlue Airways,8880,728
BOS,CLT,265.12,299.6,7,JetBlue Airways,8880,728
BOS,CLT,392.56,436.6,1,American Airlines,8700,728
BOS,CLT,392.56,436.6,3,American Airlines,8760,728
BOS,CLT,392.56,436.6,1,American Airlines,8880,728
BOS,CLT,734.88,804.6,1,American Airlines,8940,728
BOS,DEN,278.14,313.6,3,United,16560,1763
BOS,DEN,278.14,313.6,2,United,16860,1763
BOS,DEN,278.14,313.6,1,United,16860,1763
BOS,DEN,278.14,313.6,7,JetBlue Airways,16920,1763
BOS,DEN,306.05,343.6,3,American Airlines,16920,1763
BOS,DEN,320.93,359.6,1,United,16620,1763
BOS,DEN,385.12,428.6,1,United,16860,1763
BOS,DFW,221.4,252.61,9,Delta,16140,1556
BOS,DFW,272.56,307.6,1,American Airlines,16080,1556
BOS,DFW,272.56,307.6,2,American Airlines,16080,1556
BOS,DFW,272.56,307.6,7,American Airlines,16080,1556
BOS,DFW,292.09,328.6,1,Delta,16500,1556
BOS,DFW,328.37,367.6,1,American Airlines,16140,1556
BOS,DFW,403.72,448.6,1,American Airlines,15960,1556
BOS,DFW,403.72,448.6,1,American Airlines,16080,1556
BOS,DFW,403.72,448.6,1,American Airlines,16140,1556
BOS,DTW,217.67,248.6,5,Delta,8520,622
BOS,DTW,264.19,298.6,2,Delta,8220,622
BOS,DTW,450.23,498.6,2,Delta,7920,622
BOS,DTW,450.23,498.6,1,Delta,8040,622
BOS,DTW,450.23,498.6,1,Delta,8040,622
BOS,EWR,152.56,178.6,1,Delta,5100,185
BOS,EWR,217.67,248.6,1,United,4980,185
BOS,EWR,236.28,268.6,2,Delta,5040,185
BOS,EWR,236.28,268.6,2,Delta,5280,185
BOS,EWR,236.28,268.6,3,Delta,5580,185
BOS,EWR,394.42,438.6,9,United,4980,185
BOS,EWR,394.42,438.6,1,United,5820,185
BOS,EWR,394.42,438.6,1,United,6000,185
BOS,EWR,868.84,948.6,1,United,5040,185
BOS,JFK,236.28,268.6,2,Delta,4860,185
BOS,JFK,236.28,268.6,4,Delta,5160,185
BOS,JFK,236.28,268.6,3,Delta,5220,185
BOS,JFK,236.28,268.6,4,Delta,5700,185
BOS,JFK,264.84,299.3,1,JetBlue Airways,5220,185
BOS,JFK,264.84,299.3,6,JetBlue Airways,5280,185
BOS,JFK,295.07,331.8,6,American Airlines,5280,185
BOS,JFK,320,358.6,4,American Airlines,4740,185
BOS,JFK,320,358.6,4,JetBlue Airways,4740,185
BOS,JFK,320,358.6,1,Delta,4860,185
BOS,JFK,320,358.6,1,American Airlines,5040,185
BOS,JFK,320,358.6,1,JetBlue Airways,5040,185
BOS,JFK,422.33,468.61,2,Delta,5040,185
BOS,LAX,315.35,353.6,7,JetBlue Airways,22680,2606
BOS,LAX,315.35,353.6,2,United,22980,2606
BOS,LAX,315.35,353.6,7,JetBlue Airways,23100,2606
BOS,LAX,315.35,353.6,9,United,23220,2606
BOS,LAX,315.35,353.6,7,JetBlue Airways,23280,2606
BOS,LAX,315.35,353.6,2,American Airlines,23700,2606
BOS,LAX,315.35,353.6,2,JetBlue Airways,23700,2606
BOS,LAX,352.56,393.6,1,JetBlue Airways,23340,2606
BOS,LAX,352.56,393.6,1,American Airlines,23340,2606
BOS,LAX,372.56,415.1,1,American Airlines,22680,2606
BOS,LAX,372.56,415.1,1,American Airlines,23100,2606
BOS,LAX,372.56,415.1,5,American Airlines,23280,2606
BOS,LAX,385.12,428.6,2,Delta,23160,2606
BOS,LAX,450.23,498.6,1,Delta,22860,2606
BOS,LAX,450.23,498.6,4,Delta,23160,2606
BOS,LAX,915.35,998.6,9,Delta,22860,2606
BOS,LGA,110.7,133.6,7,JetBlue Airways,4620,185
BOS,LGA,133.95,158.6,5,American Airlines,4620,185
BOS,LGA,165.66,192.69,7,JetBlue Airways,4740,185
BOS,LGA,191.7,220.68,2,American Airlines,4740,185
BOS,LGA,228.17,259.88,7,JetBlue Airways,4740,185
BOS,LGA,228.17,259.88,7,JetBlue Airways,4800,185
BOS,LGA,228.17,259.88,7,JetBlue Airways,5040,185
BOS,LGA,228.17,259.88,7,JetBlue Airways,5040,185
BOS,LGA,228.17,259.88,7,JetBlue Airways,5040,185
BOS,LGA,228.17,259.88,7,JetBlue Airways,5040,185
BOS,LGA,236.28,268.6,4,Delta,5160,185
BOS,LGA,236.28,268.6,3,Delta,5400,185
BOS,LGA,236.28,268.6,1,Delta,5460,185
BOS,LGA,236.28,268.6,3,Delta,5460,185
BOS,LGA,236.28,268.6,2,Delta,5640,185
BOS,LGA,254.22,287.89,7,American Airlines,4740,185
BOS,LGA,254.22,287.89,7,American Airlines,4800,185
BOS,LGA,254.22,287.89,7,American Airlines,5040,185
BOS,LGA,254.22,287.89,7,American Airlines,5040,185
BOS,LGA,254.22,287.89,7,American Airlines,5040,185
BOS,LGA,254.22,287.89,7,American Airlines,5040,185
BOS,LGA,320,358.6,5,Delta,5100,185
BOS,LGA,320,358.6,2,Delta,5400,185
BOS,LGA,320,358.6,2,Delta,5400,185
BOS,LGA,530.23,584.6,1,Delta,5640,185
BOS,MIA,422.33,468.61,1,Delta,12360,1260
BOS,MIA,598.02,657.47,1,JetBlue Airways,12660,1260
BOS,MIA,822.33,898.61,3,Delta,12420,1260
BOS,MIA,887.44,968.6,1,American Airlines,12960,1260
BOS,MIA,887.44,968.6,1,JetBlue Airways,12960,1260
BOS,ORD,115.35,138.6,1,United,10560,862
BOS,ORD,115.35,138.6,2,JetBlue Airways,10680,862
BOS,ORD,115.35,138.6,2,American Airlines,10680,862
BOS,ORD,194.42,223.6,2,Delta,10740,862
BOS,ORD,213.95,244.6,2,American Airlines,10380,862
BOS,ORD,213.95,244.6,2,JetBlue Airways,10380,862
BOS,ORD,213.95,244.6,1,JetBlue Airways,10800,862
BOS,ORD,213.95,244.6,1,American Airlines,10800,862
BOS,ORD,217.67,248.6,1,United,10740,862
BOS,ORD,245.58,278.6,2,Delta,10740,862
BOS,ORD,245.58,278.6,4,Delta,10920,862
BOS,ORD,293.02,329.6,2,JetBlue Airways,10740,862
BOS,ORD,293.02,329.6,2,American Airlines,10740,862
BOS,ORD,293.02,329.6,5,JetBlue Airways,10800,862
BOS,ORD,293.02,329.6,5,American Airlines,10800,862
BOS,ORD,310.7,348.6,3,Delta,11160,862
BOS,ORD,357.21,398.6,1,JetBlue Airways,9960,862
BOS,ORD,357.21,398.6,1,American Airlines,9960,862
BOS,ORD,357.21,398.6,2,United,10260,862
BOS,ORD,357.21,398.6,1,United,10260,862
BOS,ORD,357.21,398.6,2,United,10380,862
BOS,ORD,357.21,398.6,1,American Airlines,10500,862
BOS,ORD,357.21,398.6,1,JetBlue Airways,10500,862
BOS,ORD,357.21,398.6,1,JetBlue Airways,10860,862
BOS,ORD,357.21,398.6,1,American Airlines,10860,862
BOS,PHL,185.12,213.6,1,Delta,5820,280
BOS,PHL,185.12,213.6,7,Delta,5940,280
BOS,PHL,217.67,248.6,2,American Airlines,5640,280
BOS,PHL,243.79,276.67,3,JetBlue Airways,5820,280
BOS,PHL,243.79,276.67,7,JetBlue Airways,6180,280
BOS,PHL,254.88,288.6,3,Delta,6060,280
BOS,PHL,282.79,318.6,1,American Airlines,5460,280
BOS,PHL,282.79,318.6,4,American Airlines,5700,280
BOS,PHL,366.51,408.6,1,American Airlines,5580,280
BOS,SFO,322.79,361.6,7,Alaska Airlines,24780,2698
BOS,SFO,327.44,366.6,1,United,24120,2698
BOS,SFO,327.44,366.6,4,United,24240,2698
BOS,SFO,327.44,366.6,7,American Airlines,24780,2698
BOS,SFO,562.61,619.41,7,JetBlue Airways,23880,2698
BOS,SFO,608.37,668.6,2,Delta,24780,2698
BOS,SFO,640.74,703.4,5,JetBlue Airways,24180,2698
BOS,SFO,640.74,703.4,3,JetBlue Airways,24300,2698
BOS,SFO,640.74,703.4,7,JetBlue Airways,24900,2698
BOS,SFO,702.42,769.7,7,American Airlines,23880,2698
BOS,SFO,702.42,769.7,5,American Airlines,24180,2698
BOS,SFO,702.42,769.7,3,American Airlines,24300,2698
BOS,SFO,702.42,769.7,7,American Airlines,24900,2698
CLT,ATL,357.21,397.1,7,American Airlines,4020,228
CLT,ATL,357.21,397.1,7,American Airlines,4080,228
CLT,ATL,357.21,397.1,9,Delta,4200,228
CLT,ATL,357.21,397.1,5,Delta,4440,228
CLT,ATL,357.21,397.1,6,Delta,4560,228
CLT,ATL,357.21,397.1,7,American Airlines,4560,228
CLT,ATL,357.21,397.1,7,Delta,4620,228
CLT,ATL,357.21,397.1,2,Delta,4620,228
CLT,ATL,357.21,397.1,9,Delta,4740,228
CLT,ATL,357.21,397.1,7,Delta,4800,228
CLT,ATL,357.21,397.1,7,American Airlines,5340,228
CLT,ATL,357.21,397.1,7,American Airlines,5340,228
CLT,ATL,403.72,447.1,1,American Airlines,4620,228
CLT,BOS,78.14,97.1,7,American Airlines,7500,728
CLT,BOS,78.14,97.1,7,American Airlines,7500,728
CLT,BOS,78.14,97.1,7,American Airlines,7500,728
CLT,BOS,78.14,97.1,7,American Airlines,7620,728
CLT,BOS,78.14,97.1,7,American Airlines,7740,728
CLT,BOS,78.14,97.1,7,American Airlines,7860,728
CLT,BOS,78.14,97.1,7,American Airlines,7860,728
CLT,BOS,78.14,97.1,7,American Airlines,8280,728
CLT,BOS,78.14,97.1,7,JetBlue Airways,8340,728
CLT,BOS,78.14,97.1,7,JetBlue Airways,8340,728
CLT,DEN,262.33,295.11,7,American Airlines,12900,1346
CLT,DEN,262.33,295.11,7,American Airlines,13500,1346
CLT,DEN,262.33,295.11,7,American Airlines,13620,1346
CLT,DEN,262.33,295.11,4,United,13980,1346
CLT,DEN,431.63,477.1,3,American Airlines,12840,1346
CLT,DEN,524.65,577.1,7,American Airlines,13200,1346
CLT,DFW,213.95,243.1,7,American Airlines,9960,930
CLT,DFW,213.95,243.1,5,American Airlines,10080,930
CLT,DFW,213.95,243.1,7,American Airlines,10140,930
CLT,DFW,213.95,243.1,7,American Airlines,10200,930
CLT,DFW,213.95,243.1,7,American Airlines,10260,930
CLT,DFW,213.95,243.1,7,American Airlines,10500,930
CLT,DFW,213.95,243.1,7,American Airlines,10740,930
CLT,DFW,237.21,268.1,7,American Airlines,10200,930
CLT,DFW,237.21,268.1,7,American Airlines,11160,930
CLT,DTW,403.72,447.1,7,American Airlines,6240,505
CLT,DTW,403.72,447.1,9,Delta,6240,505
CLT,DTW,403.72,447.1,7,American Airlines,6360,505
CLT,DTW,403.72,447.1,7,American Airlines,6420,505
CLT,DTW,403.72,447.1,7,Delta,6420,505
CLT,DTW,403.72,447.1,4,Delta,6420,505
CLT,DTW,403.72,447.1,7,American Airlines,6600,505
CLT,DTW,403.72,447.1,8,Delta,6660,505
CLT,EWR,213.95,243.1,7,JetBlue Airways,6120,545
CLT,EWR,213.95,243.1,7,American Airlines,6120,545
CLT,EWR,213.95,243.1,7,JetBlue Airways,6180,545
CLT,EWR,213.95,243.1,7,JetBlue Airways,6180,545
CLT,EWR,213.95,243.1,7,American Airlines,6180,545
CLT,EWR,213.95,243.1,7,American Airlines,6180,545
CLT,EWR,213.95,243.1,7,JetBlue Airways,6300,545
CLT,EWR,213.95,243.1,7,American Airlines,6300,545
CLT,EWR,213.95,243.1,7,American Airlines,6360,545
CLT,EWR,213.95,243.1,7,JetBlue Airways,6360,545
CLT,EWR,213.95,243.1,7,American Airlines,6720,545
CLT,EWR,213.95,243.1,7,JetBlue Airways,6720,545
CLT,EWR,213.95,243.1,9,United,7260,545
CLT,EWR,357.21,397.1,1,United,7920,545
CLT,IAD,164.65,190.1,2,United,5100,327
CLT,IAD,164.65,190.1,4,United,5580,327
CLT,IAD,185.12,212.1,1,American Airlines,4620,327
CLT,IAD,238.14,269.1,1,American Airlines,5040,327
CLT,IAD,306.05,342.1,1,American Airlines,5760,327
CLT,JFK,357.21,397.1,7,American Airlines,6540,545
CLT,JFK,357.21,397.1,7,JetBlue Airways,6540,545
CLT,JFK,357.21,397.1,7,American Airlines,6660,545
CLT,JFK,357.21,397.1,7,JetBlue Airways,6660,545
CLT,JFK,357.21,397.1,7,American Airlines,6780,545
CLT,JFK,357.21,397.1,7,JetBlue Airways,6780,545
CLT,JFK,357.21,397.1,7,American Airlines,6840,545
CLT,JFK,357.21,397.1,7,JetBlue Airways,6840,545
CLT,JFK,357.21,397.1,7,American Airlines,7020,545
CLT,JFK,357.21,397.1,7,JetBlue Airways,7020,545
CLT,JFK,357.21,397.1,9,Delta,7140,545
CLT,JFK,357.21,397.1,9,Delta,7440,545
CLT,JFK,357.21,397.1,9,Delta,7800,545
CLT,JFK,357.21,397.1,6,Delta,7860,545
CLT,JFK,357.21,397.1,9,Delta,7920,545
CLT,LAX,348.84,388.1,7,American Airlines,19140,2121
CLT,LAX,348.84,388.1,7,American Airlines,19200,2121
CLT,LAX,348.84,388.1,7,American Airlines,19200,2121
CLT,LAX,348.84,388.1,7,American Airlines,19500,2121
CLT,LAX,348.84,388.1,7,American Airlines,19560,2121
CLT,LAX,348.84,388.1,7,American Airlines,20220,2121
CLT,LGA,357.21,397.1,7,JetBlue Airways,6120,545
CLT,LGA,357.21,397.1,7,American Airlines,6120,545
CLT,LGA,357.21,397.1,7,JetBlue Airways,6180,545
CLT,LGA,357.21,397.1,7,JetBlue Airways,6180,545
CLT,LGA,357.21,397.1,7,American Airlines,6180,545
CLT,LGA,357.21,397.1,7,American Airlines,6180,545
CLT,LGA,357.21,397.1,7,JetBlue Airways,6180,545
CLT,LGA,357.21,397.1,7,American Airlines,6180,545
CLT,LGA,357.21,397.1,7,American Airlines,6240,545
CLT,LGA,357.21,397.1,7,JetBlue Airways,6240,545
CLT,LGA,357.21,397.1,7,JetBlue Airways,6240,545
CLT,LGA,357.21,397.1,7,American Airlines,6240,545
CLT,LGA,357.21,397.1,7,American Airlines,6360,545
CLT,LGA,357.21,397.1,7,JetBlue Airways,6360,545
CLT,LGA,357.21,397.1,7,American Airlines,6420,545
CLT,LGA,357.21,397.1,7,JetBlue Airways,6420,545
CLT,LGA,357.21,397.1,9,Delta,6960,545
CLT,LGA,357.21,397.1,7,American Airlines,7140,545
CLT,LGA,357.21,397.1,7,JetBlue Airways,7140,545
CLT,LGA,357.21,397.1,4,Delta,7200,545
CLT,LGA,357.21,397.1,9,Delta,7440,545
CLT,LGA,357.21,397.1,9,Delta,7500,545
CLT,LGA,357.21,397.1,9,Delta,7680,545
CLT,MIA,200,228.1,3,American Airlines,7560,652
CLT,MIA,293.02,328.1,1,American Airlines,7260,652
CLT,MIA,320.93,358.1,1,American Airlines,7320,652
CLT,MIA,479.07,528.1,1,American Airlines,7260,652
CLT,MIA,572.09,628.1,1,American Airlines,7560,652
CLT,ORD,174.88,201.1,7,American Airlines,7560,592
CLT,ORD,174.88,201.1,7,American Airlines,7620,592
CLT,ORD,174.88,201.1,7,American Airlines,7620,592
CLT,ORD,174.88,201.1,7,American Airlines,7680,592
CLT,ORD,174.88,201.1,7,American Airlines,7980,592
CLT,ORD,174.88,201.1,7,American Airlines,8400,592
CLT,ORD,174.88,201.1,7,American Airlines,8700,592
CLT,ORD,174.88,201.1,5,United,8820,592
CLT,ORD,174.88,201.1,6,United,9000,592
CLT,ORD,236.28,267.1,1,United,8820,592
CLT,PHL,380.47,422.11,7,American Airlines,5640,449
CLT,PHL,380.47,422.11,4,American Airlines,5700,449
CLT,PHL,380.47,422.11,7,American Airlines,5700,449
CLT,PHL,380.47,422.11,7,American Airlines,5760,449
CLT,PHL,380.47,422.11,7,American Airlines,6540,449
CLT,SFO,307.91,344.1,7,American Airlines,20040,2292
CLT,SFO,307.91,344.1,7,American Airlines,20640,2292
CLT,SFO,307.91,344.1,7,American Airlines,20640,2292
DEN,ATL,262.33,296.61,9,Delta,9600,1207
DEN,ATL,262.33,296.61,1,Delta,10020,1207
DEN,ATL,262.33,296.61,9,Delta,10020,1207
DEN,ATL,262.33,296.61,6,Delta,10020,1207
DEN,ATL,262.33,296.61,7,Delta,10080,1207
DEN,ATL,262.33,296.61,9,Delta,10260,1207
DEN,ATL,262.33,296.61,2,Delta,10440,1207
DEN,ATL,262.33,296.61,9,United,10560,1207
DEN,ATL,262.33,296.61,9,United,10620,1207
DEN,ATL,262.33,296.61,9,United,10740,1207
DEN,ATL,338.6,378.6,2,Delta,9840,1207
DEN,BOS,278.14,313.6,7,JetBlue Airways,13860,1763
DEN,BOS,278.14,313.6,9,United,13980,1763
DEN,BOS,278.14,313.6,6,United,14040,1763
DEN,BOS,278.14,313.6,9,United,14100,1763
DEN,BOS,278.14,313.6,9,United,14160,1763
DEN,BOS,278.14,313.6,9,United,14340,1763
DEN,BOS,306.05,343.6,7,American Airlines,13860,1763
DEN,CLT,262.33,296.61,7,American Airlines,11400,1346
DEN,CLT,262.33,296.61,5,American Airlines,11580,1346
DEN,CLT,262.33,296.61,4,American Airlines,11580,1346
DEN,CLT,262.33,296.61,7,American Airlines,11760,1346
DEN,CLT,262.33,296.61,5,United,12480,1346
DEN,CLT,310.7,348.6,1,American Airlines,11700,1346
DEN,DFW,174.88,202.6,7,American Airlines,6840,650
DEN,DFW,174.88,202.6,7,American Airlines,6840,650
DEN,DFW,174.88,202.6,9,United,6960,650
DEN,DFW,174.88,202.6,5,United,7080,650
DEN,DFW,174.88,202.6,3,American Airlines,7200,650
DEN,DFW,174.88,202.6,9,United,7200,650
DEN,DFW,174.88,202.6,7,American Airlines,7260,650
DEN,DFW,174.88,202.6,7,American Airlines,7320,650
DEN,DFW,174.88,202.6,7,American Airlines,7320,650
DEN,DFW,217.67,248.6,1,United,6900,650
DEN,DFW,227.91,259.6,2,American Airlines,7140,650
DEN,DTW,262.33,296.61,6,Delta,9540,1142
DEN,DTW,262.33,296.61,9,Delta,9720,1142
DEN,DTW,262.33,296.61,9,Delta,9840,1142
DEN,DTW,262.33,296.61,9,Delta,9840,1142
DEN,DTW,262.33,296.61,3,United,10320,1142
DEN,DTW,262.33,296.61,4,United,10920,1142
DEN,EWR,366.51,408.6,9,United,13020,1621
DEN,EWR,366.51,408.6,7,United,13140,1621
DEN,EWR,366.51,408.6,9,United,13140,1621
DEN,EWR,366.51,408.6,2,United,13200,1621
DEN,EWR,366.51,408.6,9,United,13680,1621
DEN,EWR,366.51,408.6,6,United,13980,1621
